6386	342867
44915	321360
33756	342611
1275	330003
25822	285624
5405	366550
35164	332017
8263	303916
29073	343102
229633	307565
233138	306767
386696	298836
78302	291961
5180	295913
71516	337822
232422	304142
3406	313258
32964	340236
17435	320027
401126	360327
6053	341276
233112	342093
235564	304073
231019	342685
6039	337954
144	299713
19294	326612
25519	360904
6065	339234
15120	294223
6380	341338
14985	318760
48300	309509
28670	358763
242042	338848
241525	340901
13541	288788
22540	340029
79488	338852
20775	338098
226955	329505
28379	341243
44568	339046
77292	339940
35254	356930
22251	295517
44887	323329
26086	303852
24370	336171
25691	328924
14811	364524
26371	311633
29362	323375
235244	310515
14343	299761
44637	363917
237663	309560
22228	299387
34248	342596
12234	340395
7971	328646
7262	319257
76041	331316
16976	316754
30219	288310
11704	337559
262217	294978
26935	323467
4838	301178
622	343246
24395	306966
8290	302432
381974	299304
223662	264550
74456	304601
7387	302257
39381	305833
1191	302382
80306	263238
18369	303925
225195	280322
2818	323784
18962	305023
17618	294118
728	272015
34223	347474
17451	287646
79053	347578
104456	274156
65348	305846
389259	327519
381847	347988
37186	298999
11379	337396
11005	326814
13683	304913
244109	333335
47560	308939
597	338874
76999	337938
30443	301900
12834	294043
75026	298629
141	330679
234225	310264
11748	299812
25644	303585
32129	309816
385312	350212
25570	341990
262649	295283
31922	314912
12824	318991
29170	318874
387311	298485
13043	337545
13045	337590
43434	304025
375	341240
46307	319325
13167	340555
78751	323615
22314	343257
17652	337358
13197	341410
12498	331420
1389	337790
13254	342065
1443	341553
243097	342793
46133	307508
400542	361257
385980	332466
13408	314125
13239	342092
71175	303908
3222	304401
13631	304005
229309	309171
17650	293799
390911	361183
229015	307872
13745	303582
227638	310075
11031	326906
391768	365698
26144	308405
2207	264931
18164	301245
28510	306534
80694	363411
235150	306764
235056	309121
247783	345924
13339	305080
14442	304199
243357	267021
237640	305226
4608	350849
13858	326445
43004	332498
227237	300798
247863	304104
249326	358162
380917	352472
14986	309782
26266	337405
15052	357385
227104	341396
17676	340348
48054	318804
14265	300091
15102	306034
15128	339928
11454	338720
15339	300868
233549	302956
236314	319676
31770	334227
230792	275819
15114	301196
15503	357606
5497	331323
39999	343397
16367	320151
240385	300727
23507	299850
1025	360032
435	272167
230741	366948
720	337826
72418	318736
25207	306043
248565	333352
8637	308364
13394	309605
231960	357733
395030	320517
16791	357612
32838	337625
46707	334546
13139	337911
8821	328854
399883	332441
238263	340797
29755	317806
47309	356574
4785	306413
224825	338538
17268	338554
17279	341263
48007	342859
384673	293287
241302	275599
252038	294449
24642	364260
17979	297465
236302	317374
17345	289986
229457	332956
21343	324122
383614	360735
32323	313622
28488	286964
13355	303296
23944	325818
17608	357720
51252	358307
14520	287172
17672	340254
71297	312258
237613	305769
232031	357664
240592	357907
18218	331264
11700	322003
34028	327766
29980	311297
71955	299272
229801	310020
4793	309612
12438	300394
25553	343437
74158	340420
10792	324198
15121	340214
73392	336175
18958	301803
260113	355855
23128	340436
232980	342064
13289	340057
19184	336502
38798	303991
4313	318828
25920	295150
39536	359235
12851	295177
20015	358280
233187	318735
47567	364022
20077	304545
35209	337281
35145	334201
223601	300267
231564	357584
386599	298464
30406	295247
1698	305667
6152	339274
20513	307724
18191	336885
28247	336876
20574	335761
23752	319401
20935	365268
42708	339433
6979	318793
10933	327989
48989	327313
48724	336610
394225	354052
238015	358779
18437	300991
21380	307162
74439	307338
41353	312219
21676	317682
16782	292848
13347	300281
4501	304530
103041	335810
37262	335811
33058	316492
237349	336368
1007	300578
14464	307954
22242	303757
41693	304557
25200	341632
22249	308432
13183	341081
71325	339180
21700	287135
22534	339949
76162	341168
237337	341010
235557	340947
76389	341009
104998	296966
22995	300679
19510	329951
248984	339259
23249	322850
40026	329514
227095	301322
23426	341272
236574	301434
5582	306961
18766	339890
14437	307320
11423	338082
49777	328987
9401	267985
237386	341988
23858	320566
75481	318352
18894	359162
257822	352140
16234	318423
13638	301429
14332	307777
24422	310249
246295	335855
12890	335861
48203	340099
5116	334975
392336	348904
24868	334433
9358	267195
256776	354032
14679	303298
233810	302219
25175	342961
234019	320663
46691	320379
22931	337794
11167	326475
4820	304399
25410	331301
35769	353319
389451	362311
246234	311718
229694	333374
80926	339379
238358	303009
227224	342498
16292	303926
14932	305691
1344	341808
15589	315202
18016	320927
25752	366459
247413	289030
31824	315286
262648	353731
28015	300487
80696	306363
42218	359531
44179	307500
26225	301589
41276	357673
235595	301396
35962	339076
75351	270479
26503	302953
227485	325561
13269	342913
232623	343283
46381	306505
8268	304634
28412	338643
6766	341445
231980	357681
6142	339607
27005	357805
236616	344817
75007	279745
27202	357611
76627	318154
6371	341197
239881	341186
48657	341255
32409	326586
13653	305227
72067	298162
235348	336590
56	337489
7515	362119
15594	361803
26729	321151
15088	338489
249330	358168
104638	338148
237360	284869
32919	302965
28578	338901
28580	343180
28618	335807
79364	335609
224320	271440
39672	310078
230914	320988
16576	342033
25579	342262
71629	327101
224	359390
7996	319556
38921	343300
103443	329356
11660	304479
87	299396
33312	361172
32905	300355
31566	311454
29478	287398
249581	287463
234105	366277
238406	318023
90157	320037
29797	317962
29876	336713
16942	315787
236557	333342
16997	301310
30161	320553
871	329587
248900	310746
29750	290509
238483	317610
7229	304980
11240	327150
75517	310892
13276	337191
14228	327115
32554	350062
44262	332390
229630	299548
8800	275496
391205	323626
17649	337751
74369	342613
16258	337882
11490	339951
231052	337776
31193	324440
256615	297106
4460	272160
79421	273561
31450	310098
7579	303714
5826	284829
2264	301195
11507	340867
14486	302293
25660	292301
231965	357737
385677	298220
239732	354040
231653	357730
228905	280024
39187	297187
232384	334764
29218	338075
102663	301231
17349	320598
232205	357638
233131	305381
32270	364593
32588	365892
18633	317661
6087	341563
239283	318143
237472	263269
32698	334927
6467	314103
32797	338769
5386	331147
32827	339946
78370	359940
29499	312979
32930	338621
18558	326394
7280	308924
238763	267131
237332	340575
33281	339062
24738	309883
861	272748
24455	326647
1579	341137
3245	317319
43477	352787
9566	264547
3299	366453
10690	304161
257460	353855
45969	322889
257174	292986
32856	338337
245459	272723
34325	338756
34326	339117
6036	315051
7330	324074
24053	342151
13633	308824
34482	340713
256551	307128
232036	357698
34662	357708
72239	295305
34808	358206
250960	297221
34891	341793
42996	304816
40814	340611
93417	289523
396725	358537
227496	299436
23989	329491
75880	292655
13846	295445
79013	324894
249700	323005
18193	336936
247170	263626
233201	280347
35262	341503
38660	340450
39033	294400
27	323194
236407	306896
229675	334293
250767	297227
385210	328696
246739	312600
18814	339624
29388	312423
35644	300568
75566	352835
25294	343132
35848	342165
77546	321335
24069	341346
14819	300093
386440	298792
12931	297969
14321	307240
6489	325299
238210	338940
104169	272772
381607	352818
36465	299602
104881	270416
238	272095
238232	304445
38860	321660
36860	310599
77672	302849
382229	294282
6045	284806
223755	304736
234937	307639
391370	322290
18764	343195
33596	309186
34016	350561
39047	295571
226453	293161
21399	295590
14698	299801
56433	341028
247540	268405
247918	308740
37947	308018
14763	325284
23881	340012
2756	329820
27068	321635
16230	315899
38046	299535
29953	319280
227737	340828
11597	340316
43695	265069
103079	323809
54291	316659
42462	335887
231556	357554
36130	359611
11646	342865
245853	341506
42503	332397
402593	320313
3995	303527
41286	310657
41323	311799
234922	271425
231476	338328
20543	336890
5721	312234
74487	306491
25131	302615
39592	302016
39605	304536
35183	336938
14743	319988
39831	299504
78616	293609
3147	304034
6390	339302
38383	299708
39533	340283
403756	358085
6084	341509
24111	338004
31739	356595
28856	321039
2106	290871
40389	340810
47859	343310
227225	300785
46687	331565
30874	342475
12644	339025
32968	341453
32931	339084
40661	341475
34639	322016
74527	340985
14790	301634
252	337966
31150	310372
40723	304613
6144	342202
234488	269685
247422	275630
7025	323583
3001	270423
224555	280786
41121	337622
41133	339948
24016	339160
104626	280267
6178	341186
47915	289706
229631	307934
38998	313854
33982	323524
388840	360975
27563	331639
242321	274058
42740	313361
236934	306803
73819	348945
15081	341074
400122	300290
13336	301085
227083	304854
47856	340899
42214	338224
384802	292224
14892	330669
229839	269316
104189	263971
253280	292427
241879	266891
21748	294369
395672	364094
11413	337921
21534	318988
73566	342067
46308	326790
11544	340646
11078	328319
247371	312716
4968	359223
29773	317614
4189	300889
19549	343287
238476	318212
235520	299936
251805	293221
228684	280116
39301	295505
42777	336149
224273	343520
385916	363958
231982	357657
250772	297226
238540	317802
35530	332139
17873	359747
252386	297307
42961	337470
13174	340966
229510	280808
5866	343037
14917	358011
240136	269641
105384	265635
30218	288279
252039	294450
26407	306162
226796	280534
401667	333215
14579	312191
72508	313868
245945	311891
17285	342854
251768	294239
25905	295451
32235	323306
236285	273604
31588	311674
43778	338282
59871	302249
13357	310014
393534	360626
7586	301817
1773	319443
246299	339564
80552	287232
231981	357740
21202	299045
32723	323251
44176	339419
227153	275910
79273	363525
388933	360996
10422	266444
3530	301401
16118	285064
21626	319242
255002	348169
48031	292570
25674	292710
1228	358302
32699	365071
386258	298468
35144	331945
234102	339240
27420	341557
230715	332994
31497	323890
26709	360905
9442	275364
45649	301172
248303	305402
23543	342888
80095	318055
9133	271959
13711	305677
39653	342066
233449	306138
31266	301936
49791	308576
21777	312445
30690	361942
257541	295691
27107	326798
48579	326499
233417	276381
225105	356055
34485	338683
5316	334767
16775	294366
22428	306327
18059	347166
24639	312923
249346	358007
249328	358159
260187	319720
79918	347684
385923	305555
24022	338392
7341	307887
19176	342936
63484	274259
19063	308484
9928	266567
248056	312792
47854	340253
246053	313656
105217	275150
15984	299962
7850	339547
36145	342516
232708	366333
6682	341651
47841	307114
71234	340080
16115	311495
11677	339399
238032	358783
14833	306649
30663	346913
49081	299137
24574	358340
226214	328255
14514	287177
43081	332010
238270	343208
227359	302062
227467	273768
29087	357585
24575	358341
24144	293989
241433	338895
33702	309238
5472	331610
21836	288674
224927	300953
434	331148
48340	341915
386352	298421
41242	312451
72120	295359
241115	339924
259982	293612
39478	337033
42507	328233
15697	313874
7419	299900
80354	340405
16715	306154
2944	311262
35786	340993
236327	301471
45396	355583
223903	319804
1487	304732
22741	312957
74478	308793
12425	300302
21330	327611
11569	340898
12637	307333
79987	341935
13898	328272
11126	326578
16262	315781
17108	288672
7346	304424
40381	315777
6710	338275
23767	319263
241779	325856
74290	354182
10719	288670
12409	303415
16704	320784
78639	301844
33547	315554
250472	355336
77591	323823
17726	327695
80331	317229
250292	355196
42511	328225
18813	328018
47939	327999
5786	359800
244891	274527
80787	365024
247699	310847
65448	337970
26728	343538
5538	335145
18648	314623
33206	301540
1295	301111
254578	347660
249312	358066
14730	325877
47461	340000
20248	342551
13344	304040
387680	327244
14235	326136
11247	325820
224781	315790
41249	331260
13644	306907
388757	348117
35201	337135
8293	331149
388009	364327
235429	300483
72734	331591
32336	319714
42510	328227
225280	356455
226213	328260
6707	340170
246686	311499
30578	300052
3749	329828
47108	308367
238561	336970
11481	339463
11602	341356
46998	319892
5351	346865
30121	288407
30566	302717
224333	318425
44866	323279
18613	316773
79499	309870
77964	314860
6815	341614
12	337482
79539	361209
72339	341148
27599	338540
71805	337833
42929	333408
42933	337043
23884	338493
7982	347252
252034	294435
46052	365435
13267	342911
3802	310138
72220	335351
21444	329169
13280	343223
72397	340757
245917	338477
15115	340476
46412	306976
34836	285049
72695	344032
36972	321856
227243	337526
13113	340045
224008	355545
229698	333381
244927	280176
12886	295837
29189	321844
73389	336183
40751	341880
73499	341147
80652	341510
30657	334107
400123	301326
397275	300470
11615	336168
29799	311911
35204	337180
23864	322844
23373	339978
34664	336254
39896	315120
27747	309544
234510	305517
103023	324522
30906	325590
7976	327986
6440	315550
383149	291908
37783	341260
36411	327556
74102	343175
30287	353469
252844	292649
38559	350033
28035	337266
40421	340818
74343	340151
236533	301393
34123	295565
39452	336933
243719	332379
74432	339746
226926	327698
103124	301048
227093	310227
13313	300354
30074	318028
21586	335667
382005	364305
239282	317935
76360	267348
71683	327875
11349	351512
20042	310742
380883	291691
30858	337877
17355	338472
45863	363924
79175	293568
254886	349319
104284	276923
35318	306081
257788	292775
249739	324505
262476	293294
13660	305574
32785	337714
30515	337440
27730	337011
25193	343130
22868	334698
386351	298420
13750	305994
16941	319264
24405	337295
75721	338794
35298	300009
232992	286924
249280	357980
41610	333066
6657	343234
43345	318992
41416	296553
16933	359460
2915	317270
5770	312067
27179	359532
245627	263625
26394	310121
239573	280200
41543	338458
44856	323272
47441	339616
18524	338245
20750	296810
23763	315933
228426	280554
76993	340291
32777	339015
75999	306460
92618	285112
47435	342046
12895	295964
43012	339805
44345	304006
21638	319028
104398	331987
34882	340224
28660	358770
80395	304919
6215	342465
390022	315817
30415	293108
12901	298133
104876	265125
31145	342572
14041	317846
78248	353295
248109	323862
23928	313646
7140	321505
229419	303288
74110	341377
227669	303331
15828	324914
257471	305895
9924	268440
50940	317281
16296	339967
79012	359856
387295	351638
795	329880
385732	293472
227857	337610
258899	293469
13173	340891
13995	324167
236535	309325
32034	298547
5217	308157
35368	324127
228427	273562
20800	326642
11218	327517
40090	327525
232211	357650
251463	292396
46939	329837
6340	338101
12835	326396
73137	347692
238503	317799
76263	318665
79928	333228
257846	352302
72359	338979
5535	335591
38621	317792
79343	334289
234160	337486
23421	326539
256070	299091
389217	305662
227523	302277
24089	338792
252403	295190
34455	307713
232027	357693
224138	274295
223917	274294
231263	358254
80539	342486
45600	321446
236559	309220
42267	340272
14131	330080
13160	341885
6362	338889
10383	272441
247919	306488
227862	342278
8351	302667
28057	337039
25654	294364
24244	342182
6604	339522
41040	285695
30589	341601
103701	268985
16924	363480
32540	294291
230779	274212
3159	359686
7654	330781
2898	331361
25102	320030
49781	341038
32535	310163
38202	309847
41483	304045
2885	319453
74785	353456
248937	270260
72555	335834
47503	340232
11440	338313
14183	286045
14250	307766
229623	309508
74367	342437
41535	338433
65800	337967
19002	310159
103069	334689
46960	286209
237354	341405
36177	347418
31072	347983
1801	317624
224897	359138
14347	304629
233133	304487
389443	316326
40827	306462
26545	321914
104192	278574
14773	330603
388740	327176
26615	304628
252385	297306
26548	321915
13966	321916
80878	308274
254468	293859
386321	363632
239728	357901
23316	329176
20763	321403
235574	309392
34458	308438
38077	299433
104032	279936
13746	302554
1448	338964
512	340213
11528	340290
389150	327814
14894	356531
19506	311326
224794	270477
24195	338113
27538	338487
383582	327551
5698	310999
25912	295187
235808	302746
20511	309253
36065	316808
88549	285080
75224	300275
255802	349220
65688	366963
71836	357356
40581	333327
34160	295622
15267	331088
4783	299352
5939	339601
8685	328030
3796	331832
79496	286303
1213	300313
79715	356379
1214	300866
90	304499
22996	301513
8840	301205
36906	302004
40586	303768
8349	303134
7299	303139
31498	321091
6300	339215
6299	341172
6218	338228
6222	340788
102656	306721
15728	302064
36549	302229
65690	329399
72250	313903
5382	300227
5378	309088
5379	303145
15738	304289
25403	303699
22403	306433
28269	333221
28262	333510
6298	340776
1321	297316
4448	294401
10822	292302
5621	284817
25635	304698
73519	329288
33255	329293
73484	329289
72522	329297
73260	329296
73450	329294
73270	329298
12680	318541
8113	317362
16190	318544
20996	318550
31629	318551
31628	318567
42335	332450
20180	312619
259	339544
4794	307539
8447	307540
5537	334853
5536	335174
5381	303724
36709	288673
13528	288681
2172	366831
38878	366852
24043	309594
708	302230
6407	331086
28259	335205
4808	334581
32134	363911
1594	342493
1593	340548
11378	337391
3320	334236
14921	305530
67057	331334
897	303442
5422	301885
13719	307665
1451	304668
102856	315759
4849	303418
12410	301845
27213	293842
5107	296085
6209	296036
6450	313677
71799	342309
11567	340970
235367	304609
1466	342076
237714	317738
2180	314079
36793	331279
31149	343399
48833	318211
83	318079
258823	296340
601	319962
12578	310119
6858	311900
15794	301475
8307	299778
31322	339623
2393	286582
30591	301376
28292	338710
7755	328379
71840	334786
25177	337947
25176	339077
25170	342969
20970	310470
11534	342622
242691	310950
17898	290208
